HITId,candidates,cue,associations,score_fool_the_ai,num_associations,annotation_index,num_candidates,solvers_jaccard_mean,solvers_jaccard_std,ID
3UQ1LLR26AUPPC0YTYOWYP4IHGJALV,"[""vegetable"", ""bass"", ""apple"", ""orange"", ""banana"", ""jack""]",consume,"[""vegetable"", ""apple"", ""orange"", ""banana""]",40,4,148,6,1.0,0.0,393
3UQ1LLR26AUPPC0YTYOWYP4IHGJALV,"[""vegetable"", ""bass"", ""apple"", ""orange"", ""banana"", ""jack""]",fruit,"[""vegetable"", ""apple"", ""orange"", ""banana""]",67,4,149,6,1.0,0.0,394
3NKW03WTLMTXNMJEM8SKX003J58QWA,"[""car"", ""house"", ""money"", ""sign"", ""drag"", ""pajamas""]",clothing,"[""drag"", ""pajamas""]",0,2,151,6,1.0,0.0,395
3NKW03WTLMTXNMJEM8SKX003J58QWA,"[""car"", ""house"", ""money"", ""sign"", ""drag"", ""pajamas""]",choice,"[""sign"", ""pajamas""]",67,2,152,6,1.0,0.0,396
3NKW03WTLMTXNMJEM8SKX003J58QWA,"[""car"", ""house"", ""money"", ""sign"", ""drag"", ""pajamas""]",loan,"[""car"", ""house"", ""money""]",80,3,154,6,0.83,0.24,397
3NKW03WTLMTXNMJEM8SKX003J58QWA,"[""car"", ""house"", ""money"", ""sign"", ""drag"", ""pajamas""]",detour,"[""car"", ""sign""]",67,2,155,6,1.0,0.0,398
3UQVX1UPFS3NNDG8RQ9YUNTW2UG025,"[""movie"", ""theater"", ""north"", ""scalp"", ""clip"", ""stage""]",studio,"[""movie"", ""stage""]",0,2,157,6,1.0,0.0,399
3UQVX1UPFS3NNDG8RQ9YUNTW2UG025,"[""movie"", ""theater"", ""north"", ""scalp"", ""clip"", ""stage""]",icon,"[""movie"", ""north""]",0,2,158,6,1.0,0.0,400
3UQVX1UPFS3NNDG8RQ9YUNTW2UG025,"[""movie"", ""theater"", ""north"", ""scalp"", ""clip"", ""stage""]",row,"[""theater"", ""stage""]",67,2,160,6,1.0,0.0,401
3BAWBGQGYLLA2FEU0ZEIB70U76F7VK,"[""bed"", ""driveway"", ""hillbilly"", ""sleep"", ""yellow""]",rooms,"[""bed"", ""driveway"", ""sleep""]",50,3,162,5,1.0,0.0,402
3BAWBGQGYLLA2FEU0ZEIB70U76F7VK,"[""bed"", ""driveway"", ""hillbilly"", ""sleep"", ""yellow""]",sheets,"[""bed"", ""sleep""]",67,2,163,5,1.0,0.0,403
3BAWBGQGYLLA2FEU0ZEIB70U76F7VK,"[""bed"", ""driveway"", ""hillbilly"", ""sleep"", ""yellow""]",comforter,"[""bed"", ""sleep""]",0,2,165,5,1.0,0.0,404
3BAWBGQGYLLA2FEU0ZEIB70U76F7VK,"[""bed"", ""driveway"", ""hillbilly"", ""sleep"", ""yellow""]",breakfast,"[""bed"", ""driveway"", ""sleep""]",80,3,167,5,1.0,0.0,405
3MGHRFQY2LBDOY9FKBGT3RU1H9AY0J,"[""fungus"", ""leg"", ""dig"", ""limb"", ""arm""]",circulate,"[""leg"", ""limb"", ""arm""]",50,3,168,5,1.0,0.0,406
3MGHRFQY2LBDOY9FKBGT3RU1H9AY0J,"[""fungus"", ""leg"", ""dig"", ""limb"", ""arm""]",doctor,"[""limb"", ""arm""]",0,2,169,5,1.0,0.0,407
3MGHRFQY2LBDOY9FKBGT3RU1H9AY0J,"[""fungus"", ""leg"", ""dig"", ""limb"", ""arm""]",lines,"[""dig"", ""arm""]",67,2,170,5,1.0,0.0,408
3MGHRFQY2LBDOY9FKBGT3RU1H9AY0J,"[""fungus"", ""leg"", ""dig"", ""limb"", ""arm""]",Gardening,"[""fungus"", ""dig""]",0,2,172,5,1.0,0.0,409
3MGHRFQY2LBDOY9FKBGT3RU1H9AY0J,"[""fungus"", ""leg"", ""dig"", ""limb"", ""arm""]",Glow,"[""fungus"", ""limb""]",67,2,173,5,1.0,0.0,410
3NZ1E5QA6ZNG6X257P8LCBSRD845BX,"[""dawn"", ""road"", ""snow"", ""supper"", ""weave"", ""water""]",aspects,"[""snow"", ""water""]",67,2,174,6,1.0,0.0,411
3NZ1E5QA6ZNG6X257P8LCBSRD845BX,"[""dawn"", ""road"", ""snow"", ""supper"", ""weave"", ""water""]",preparation,"[""supper"", ""weave""]",67,2,175,6,1.0,0.0,412
3NZ1E5QA6ZNG6X257P8LCBSRD845BX,"[""dawn"", ""road"", ""snow"", ""supper"", ""weave"", ""water""]",phase,"[""snow"", ""water""]",67,2,179,6,1.0,0.0,413
3P7RGTLO6EZE56IG8YCVJPR3SGEAKS,"[""car"", ""wheel"", ""postman"", ""brother"", ""rubber""]",Michelin,"[""car"", ""wheel""]",67,2,180,5,1.0,0.0,414
3P7RGTLO6EZE56IG8YCVJPR3SGEAKS,"[""car"", ""wheel"", ""postman"", ""brother"", ""rubber""]",Goodyear,"[""car"", ""wheel""]",67,2,181,5,1.0,0.0,415
3P7RGTLO6EZE56IG8YCVJPR3SGEAKS,"[""car"", ""wheel"", ""postman"", ""brother"", ""rubber""]",spokes,"[""car"", ""wheel""]",67,2,182,5,1.0,0.0,416
3P7RGTLO6EZE56IG8YCVJPR3SGEAKS,"[""car"", ""wheel"", ""postman"", ""brother"", ""rubber""]",bound,"[""brother"", ""rubber""]",67,2,183,5,1.0,0.0,417
33EEIIWHK7TK8XJ9WYNOBYHPCW6QV0,"[""phone"", ""cat"", ""computer"", ""earth"", ""incense""]",display,"[""phone"", ""computer""]",67,2,186,5,1.0,0.0,418
33EEIIWHK7TK8XJ9WYNOBYHPCW6QV0,"[""phone"", ""cat"", ""computer"", ""earth"", ""incense""]",electronic,"[""phone"", ""computer""]",67,2,187,5,1.0,0.0,419
33EEIIWHK7TK8XJ9WYNOBYHPCW6QV0,"[""phone"", ""cat"", ""computer"", ""earth"", ""incense""]",expressive,"[""cat"", ""computer""]",67,2,188,5,1.0,0.0,420
33EEIIWHK7TK8XJ9WYNOBYHPCW6QV0,"[""phone"", ""cat"", ""computer"", ""earth"", ""incense""]",emotion,"[""cat"", ""computer""]",0,2,189,5,1.0,0.0,421
33EEIIWHK7TK8XJ9WYNOBYHPCW6QV0,"[""phone"", ""cat"", ""computer"", ""earth"", ""incense""]",signal,"[""phone"", ""computer""]",67,2,190,5,1.0,0.0,422
33EEIIWHK7TK8XJ9WYNOBYHPCW6QV0,"[""phone"", ""cat"", ""computer"", ""earth"", ""incense""]",eyes,"[""cat"", ""computer""]",67,2,191,5,1.0,0.0,423
30QQTY5GMK6AP0PUV94DFLYBTZ67UV,"[""laugh"", ""dog"", ""fungus"", ""mining"", ""ball"", ""parmesan""]",emotion,"[""laugh"", ""dog""]",0,2,202,6,1.0,0.0,424
30QQTY5GMK6AP0PUV94DFLYBTZ67UV,"[""laugh"", ""dog"", ""fungus"", ""mining"", ""ball"", ""parmesan""]",play,"[""dog"", ""ball""]",67,2,203,6,1.0,0.0,425
3ZFRE2BDQ90LQEPVJ97JQCQEXAZXZ4,"[""washing"", ""bottle"", ""soap"", ""water"", ""shower"", ""scribe""]",neck,"[""bottle"", ""scribe""]",67,2,207,6,1.0,0.0,426
3B286OTISE3JUMCYQDCJIARQDREAJT,"[""parasite"", ""college"", ""twins"", ""helicopter"", ""robe"", ""hostess""]",twin,"[""twins"", ""helicopter""]",67,2,213,6,1.0,0.0,427
3B286OTISE3JUMCYQDCJIARQDREAJT,"[""parasite"", ""college"", ""twins"", ""helicopter"", ""robe"", ""hostess""]",otuside,"[""parasite"", ""college""]",100,2,215,6,1.0,0.0,428
35F6NGNVM85VPNA5V4E3APC9ALZ7T4,"[""silver"", ""wood"", ""screwdriver"", ""hostage"", ""piece""]",flat,"[""silver"", ""wood"", ""hostage""]",50,3,218,5,1.0,0.0,429
35F6NGNVM85VPNA5V4E3APC9ALZ7T4,"[""silver"", ""wood"", ""screwdriver"", ""hostage"", ""piece""]",rouge,"[""screwdriver"", ""hostage""]",67,2,219,5,1.0,0.0,430
35F6NGNVM85VPNA5V4E3APC9ALZ7T4,"[""silver"", ""wood"", ""screwdriver"", ""hostage"", ""piece""]",tool,"[""screwdriver"", ""hostage""]",67,2,220,5,1.0,0.0,431
35F6NGNVM85VPNA5V4E3APC9ALZ7T4,"[""silver"", ""wood"", ""screwdriver"", ""hostage"", ""piece""]",resources,"[""silver"", ""wood""]",67,2,221,5,1.0,0.0,432
3YGE63DIN8J9ZTEF5AY5IU9L61AW0I,"[""spaghetti"", ""bride"", ""cheese"", ""shore"", ""pipe"", ""cage""]",escape,"[""shore"", ""cage""]",0,2,222,6,1.0,0.0,433
3YGE63DIN8J9ZTEF5AY5IU9L61AW0I,"[""spaghetti"", ""bride"", ""cheese"", ""shore"", ""pipe"", ""cage""]",grate,"[""spaghetti"", ""cheese""]",67,2,223,6,1.0,0.0,434
3YGE63DIN8J9ZTEF5AY5IU9L61AW0I,"[""spaghetti"", ""bride"", ""cheese"", ""shore"", ""pipe"", ""cage""]",elegant,"[""bride"", ""pipe""]",0,2,224,6,0.83,0.24,435
3YGE63DIN8J9ZTEF5AY5IU9L61AW0I,"[""spaghetti"", ""bride"", ""cheese"", ""shore"", ""pipe"", ""cage""]",sophistication,"[""bride"", ""pipe""]",0,2,225,6,1.0,0.0,436
3YGE63DIN8J9ZTEF5AY5IU9L61AW0I,"[""spaghetti"", ""bride"", ""cheese"", ""shore"", ""pipe"", ""cage""]",fresh,"[""spaghetti"", ""cheese"", ""shore""]",0,3,227,6,1.0,0.0,437
3HUR21WDDUBLLOFQNN50C5HCRGVXYD,"[""cheddar"", ""reporter"", ""food"", ""mouse"", ""shield""]",cage,"[""mouse"", ""shield""]",0,2,229,5,1.0,0.0,438
3HUR21WDDUBLLOFQNN50C5HCRGVXYD,"[""cheddar"", ""reporter"", ""food"", ""mouse"", ""shield""]",nibble,"[""food"", ""mouse""]",67,2,230,5,1.0,0.0,439
3HUR21WDDUBLLOFQNN50C5HCRGVXYD,"[""cheddar"", ""reporter"", ""food"", ""mouse"", ""shield""]",nibble,"[""cheddar"", ""food"", ""mouse""]",50,3,232,5,1.0,0.0,440
3HUR21WDDUBLLOFQNN50C5HCRGVXYD,"[""cheddar"", ""reporter"", ""food"", ""mouse"", ""shield""]",target,"[""reporter"", ""shield""]",67,2,233,5,1.0,0.0,441
386659BNTL3GYSYC8M9KP4JRAO201O,"[""rainbow"", ""light"", ""checkers"", ""stewardess"", ""crow"", ""color""]",atmosphere,"[""stewardess"", ""crow""]",100,2,234,6,1.0,0.0,442
386659BNTL3GYSYC8M9KP4JRAO201O,"[""rainbow"", ""light"", ""checkers"", ""stewardess"", ""crow"", ""color""]",altitude,"[""stewardess"", ""crow""]",67,2,235,6,1.0,0.0,443
386659BNTL3GYSYC8M9KP4JRAO201O,"[""rainbow"", ""light"", ""checkers"", ""stewardess"", ""crow"", ""color""]",peacock,"[""rainbow"", ""color""]",67,2,236,6,1.0,0.0,444
386659BNTL3GYSYC8M9KP4JRAO201O,"[""rainbow"", ""light"", ""checkers"", ""stewardess"", ""crow"", ""color""]",canvas,"[""rainbow"", ""color""]",67,2,239,6,1.0,0.0,445
3IQ9O0AYW6LSE7R1EVI01E2IO19TIK,"[""home"", ""hen"", ""whiskey"", ""spade"", ""water"", ""map""]",country,"[""hen"", ""map""]",0,2,241,6,1.0,0.0,446
3IQ9O0AYW6LSE7R1EVI01E2IO19TIK,"[""home"", ""hen"", ""whiskey"", ""spade"", ""water"", ""map""]",read,"[""home"", ""whiskey"", ""map""]",80,3,244,6,1.0,0.0,447
3IQ9O0AYW6LSE7R1EVI01E2IO19TIK,"[""home"", ""hen"", ""whiskey"", ""spade"", ""water"", ""map""]",planting,"[""spade"", ""water""]",67,2,245,6,1.0,0.0,448
3BO3NEOQM03NZBSS8VRJ69CQ0CPAIH,"[""priest"", ""church"", ""valley"", ""steel"", ""organ""]",oaths,"[""priest"", ""church""]",67,2,247,5,1.0,0.0,449
3BO3NEOQM03NZBSS8VRJ69CQ0CPAIH,"[""priest"", ""church"", ""valley"", ""steel"", ""organ""]",holy,"[""priest"", ""church""]",0,2,248,5,1.0,0.0,450
3BO3NEOQM03NZBSS8VRJ69CQ0CPAIH,"[""priest"", ""church"", ""valley"", ""steel"", ""organ""]",tube,"[""steel"", ""organ""]",0,2,249,5,1.0,0.0,451
3BO3NEOQM03NZBSS8VRJ69CQ0CPAIH,"[""priest"", ""church"", ""valley"", ""steel"", ""organ""]",officiate,"[""priest"", ""church""]",0,2,250,5,1.0,0.0,452
3SU800BH86EKVIU9R8DJFCF6YPXQUB,"[""cloak"", ""soup"", ""herb"", ""book"", ""eyes"", ""arachnid""]",drape,"[""cloak"", ""book""]",67,2,252,6,1.0,0.0,453
3SU800BH86EKVIU9R8DJFCF6YPXQUB,"[""cloak"", ""soup"", ""herb"", ""book"", ""eyes"", ""arachnid""]",eight,"[""eyes"", ""arachnid""]",0,2,254,6,1.0,0.0,454
3SU800BH86EKVIU9R8DJFCF6YPXQUB,"[""cloak"", ""soup"", ""herb"", ""book"", ""eyes"", ""arachnid""]",herbs,"[""soup"", ""herb""]",67,2,256,6,1.0,0.0,455
39KMGHJ4RZWGR3DUC35KBZ0H5WW00L,"[""note"", ""fish"", ""ocean"", ""tee"", ""plastic"", ""tap""]",filter,"[""fish"", ""tap""]",100,2,268,6,1.0,0.0,456
39KMGHJ4RZWGR3DUC35KBZ0H5WW00L,"[""note"", ""fish"", ""ocean"", ""tee"", ""plastic"", ""tap""]",pollute,"[""ocean"", ""plastic""]",67,2,269,6,1.0,0.0,457
3TUOHPJXYHJHWJKQ8MNCR8WWG8VXWE,"[""song"", ""diagram"", ""poem"", ""politician"", ""bible""]",skin,"[""song"", ""politician""]",67,2,271,5,1.0,0.0,458
3TUOHPJXYHJHWJKQ8MNCR8WWG8VXWE,"[""song"", ""diagram"", ""poem"", ""politician"", ""bible""]",story,"[""song"", ""bible""]",67,2,273,5,1.0,0.0,459
3TUOHPJXYHJHWJKQ8MNCR8WWG8VXWE,"[""song"", ""diagram"", ""poem"", ""politician"", ""bible""]",pledge,"[""politician"", ""bible""]",0,2,274,5,1.0,0.0,460
3TUOHPJXYHJHWJKQ8MNCR8WWG8VXWE,"[""song"", ""diagram"", ""poem"", ""politician"", ""bible""]",traditional,"[""politician"", ""bible""]",67,2,275,5,1.0,0.0,461
37OPIVELUUPN3GH82D9Y6XBB0ZAAHO,"[""food"", ""beef"", ""hoodie"", ""blade"", ""pot""]",contain,"[""hoodie"", ""pot""]",0,2,276,5,1.0,0.0,462
37OPIVELUUPN3GH82D9Y6XBB0ZAAHO,"[""food"", ""beef"", ""hoodie"", ""blade"", ""pot""]",BLM,"[""hoodie"", ""blade""]",0,2,280,5,1.0,0.0,463
37OPIVELUUPN3GH82D9Y6XBB0ZAAHO,"[""food"", ""beef"", ""hoodie"", ""blade"", ""pot""]",wearing,"[""hoodie"", ""blade""]",0,2,281,5,1.0,0.0,464
3EQVJH0T407SICGH8D0F1213OOUTHR,"[""valley"", ""medicine"", ""drugs"", ""shooter"", ""clinic"", ""bacteria""]",drugs,"[""medicine"", ""drugs"", ""clinic""]",50,3,282,6,1.0,0.0,465
3EQVJH0T407SICGH8D0F1213OOUTHR,"[""valley"", ""medicine"", ""drugs"", ""shooter"", ""clinic"", ""bacteria""]",medicine,"[""medicine"", ""drugs"", ""clinic""]",50,3,283,6,1.0,0.0,466
3EQVJH0T407SICGH8D0F1213OOUTHR,"[""valley"", ""medicine"", ""drugs"", ""shooter"", ""clinic"", ""bacteria""]",DEA,"[""medicine"", ""drugs""]",100,2,285,6,1.0,0.0,467
3EQVJH0T407SICGH8D0F1213OOUTHR,"[""valley"", ""medicine"", ""drugs"", ""shooter"", ""clinic"", ""bacteria""]",swallow,"[""medicine"", ""drugs""]",100,2,286,6,1.0,0.0,468
3NSCTNUR2Z9BNNXD1B8PH08LVQJ5A2,"[""lane"", ""gear"", ""road"", ""medicine"", ""ant"", ""street""]",colorful,"[""medicine"", ""street""]",67,2,289,6,1.0,0.0,469
3NSCTNUR2Z9BNNXD1B8PH08LVQJ5A2,"[""lane"", ""gear"", ""road"", ""medicine"", ""ant"", ""street""]",rave,"[""medicine"", ""street""]",100,2,292,6,0.83,0.24,470
39O6Z4JLX2J4HUKLICIG56DI9ZTXV4,"[""color"", ""cream"", ""euro"", ""brown"", ""spiky"", ""tan""]",bland,"[""brown"", ""tan""]",0,2,295,6,1.0,0.0,471
39O6Z4JLX2J4HUKLICIG56DI9ZTXV4,"[""color"", ""cream"", ""euro"", ""brown"", ""spiky"", ""tan""]",fruit,"[""cream"", ""spiky""]",100,2,297,6,1.0,0.0,472
39O6Z4JLX2J4HUKLICIG56DI9ZTXV4,"[""color"", ""cream"", ""euro"", ""brown"", ""spiky"", ""tan""]",frost,"[""cream"", ""spiky""]",100,2,299,6,1.0,0.0,473
3OWZNK3RYLB33ZSOPXNIJUH3IJK2UA,"[""groin"", ""hit"", ""mole"", ""seaweed"", ""smack""]",body,"[""groin"", ""mole"", ""smack""]",0,3,302,5,1.0,0.0,474
3OWZNK3RYLB33ZSOPXNIJUH3IJK2UA,"[""groin"", ""hit"", ""mole"", ""seaweed"", ""smack""]",mammal,"[""groin"", ""mole"", ""smack""]",0,3,303,5,1.0,0.0,475
3VMV5CHJZ81EIGL6O7IXG2P29OHTGS,"[""hill"", ""knee"", ""pie"", ""camera"", ""dusk"", ""puzzle""]",capture,"[""hill"", ""camera""]",0,2,309,6,1.0,0.0,476
3VMV5CHJZ81EIGL6O7IXG2P29OHTGS,"[""hill"", ""knee"", ""pie"", ""camera"", ""dusk"", ""puzzle""]",studio,"[""hill"", ""camera""]",0,2,311,6,1.0,0.0,477
3ZQX1VYFTDRJC9AG9SKAUF2HMXNO8L,"[""teller"", ""ocean"", ""swimming"", ""next door"", ""house""]",stale,"[""teller"", ""house""]",67,2,314,5,1.0,0.0,478
3ZQX1VYFTDRJC9AG9SKAUF2HMXNO8L,"[""teller"", ""ocean"", ""swimming"", ""next door"", ""house""]",record,"[""teller"", ""swimming"", ""next door""]",50,3,316,5,1.0,0.0,479
3ZQX1VYFTDRJC9AG9SKAUF2HMXNO8L,"[""teller"", ""ocean"", ""swimming"", ""next door"", ""house""]",board,"[""ocean"", ""swimming""]",67,2,317,5,1.0,0.0,480
39RRBHZ0AUNTMPK0JU612RTTHZRVZZ,"[""fruit"", ""island"", ""beach"", ""insulin"", ""rugby"", ""hot""]",Healthy,"[""fruit"", ""insulin""]",0,2,318,6,1.0,0.0,481
39RRBHZ0AUNTMPK0JU612RTTHZRVZZ,"[""fruit"", ""island"", ""beach"", ""insulin"", ""rugby"", ""hot""]",Tropical,"[""fruit"", ""island""]",0,2,319,6,1.0,0.0,482
39RRBHZ0AUNTMPK0JU612RTTHZRVZZ,"[""fruit"", ""island"", ""beach"", ""insulin"", ""rugby"", ""hot""]",sunscreen,"[""beach"", ""hot""]",67,2,320,6,1.0,0.0,483
39RRBHZ0AUNTMPK0JU612RTTHZRVZZ,"[""fruit"", ""island"", ""beach"", ""insulin"", ""rugby"", ""hot""]",circle,"[""fruit"", ""island""]",0,2,321,6,1.0,0.0,484
39RRBHZ0AUNTMPK0JU612RTTHZRVZZ,"[""fruit"", ""island"", ""beach"", ""insulin"", ""rugby"", ""hot""]",stroke,"[""island"", ""beach"", ""hot""]",80,3,322,6,0.83,0.24,485
39RRBHZ0AUNTMPK0JU612RTTHZRVZZ,"[""fruit"", ""island"", ""beach"", ""insulin"", ""rugby"", ""hot""]",steroids,"[""insulin"", ""rugby""]",67,2,323,6,1.0,0.0,486
3TLFH2L6Y9AO3MDZPSX8EYV1Z5D2TJ,"[""soup"", ""lawyer"", ""boots"", ""cat"", ""infection""]",prepare,"[""soup"", ""lawyer""]",67,2,324,5,1.0,0.0,487
3TLFH2L6Y9AO3MDZPSX8EYV1Z5D2TJ,"[""soup"", ""lawyer"", ""boots"", ""cat"", ""infection""]",wear,"[""lawyer"", ""boots""]",67,2,325,5,1.0,0.0,488
3TLFH2L6Y9AO3MDZPSX8EYV1Z5D2TJ,"[""soup"", ""lawyer"", ""boots"", ""cat"", ""infection""]",sole,"[""lawyer"", ""boots"", ""cat""]",50,3,327,5,1.0,0.0,489
3TLFH2L6Y9AO3MDZPSX8EYV1Z5D2TJ,"[""soup"", ""lawyer"", ""boots"", ""cat"", ""infection""]",learn,"[""lawyer"", ""infection""]",67,2,328,5,1.0,0.0,490
3TLFH2L6Y9AO3MDZPSX8EYV1Z5D2TJ,"[""soup"", ""lawyer"", ""boots"", ""cat"", ""infection""]",alert,"[""lawyer"", ""cat""]",67,2,329,5,1.0,0.0,491
3ZICQFRS314AV9PAKRV4NX6P5AXZZ3,"[""sailing"", ""instrument"", ""clarinet"", ""water"", ""shelf""]",tone,"[""instrument"", ""clarinet""]",67,2,332,5,1.0,0.0,492
3ZICQFRS314AV9PAKRV4NX6P5AXZZ3,"[""sailing"", ""instrument"", ""clarinet"", ""water"", ""shelf""]",camp,"[""instrument"", ""clarinet""]",67,2,335,5,0.87,0.19,493
3X4Q1O9UBH8FCV5XZNS4GF6MBDHO7Y,"[""cell"", ""fry"", ""dandelion"", ""burn"", ""prison"", ""fall""]",seasons,"[""dandelion"", ""fall""]",0,2,336,6,1.0,0.0,494
3X4Q1O9UBH8FCV5XZNS4GF6MBDHO7Y,"[""cell"", ""fry"", ""dandelion"", ""burn"", ""prison"", ""fall""]",wallpaper,"[""dandelion"", ""fall""]",67,2,337,6,1.0,0.0,495
3XQ4XW3OD9YNOM0K0SSI4TZFXMZ2SU,"[""nine"", ""entrance"", ""doormat"", ""puffy"", ""door""]",enter,"[""entrance"", ""door""]",0,2,342,5,1.0,0.0,496
3XQ4XW3OD9YNOM0K0SSI4TZFXMZ2SU,"[""nine"", ""entrance"", ""doormat"", ""puffy"", ""door""]",exterior,"[""entrance"", ""puffy"", ""door""]",50,3,343,5,1.0,0.0,497
3XQ4XW3OD9YNOM0K0SSI4TZFXMZ2SU,"[""nine"", ""entrance"", ""doormat"", ""puffy"", ""door""]",welcome,"[""entrance"", ""doormat"", ""door""]",50,3,344,5,1.0,0.0,498
3HXCEECSQMFAQJF5O5TL9QXNZGTZYC,"[""hail"", ""money"", ""casino"", ""flower"", ""dice"", ""fish""]",stacks,"[""money"", ""dice""]",0,2,348,6,1.0,0.0,499
3HXCEECSQMFAQJF5O5TL9QXNZGTZYC,"[""hail"", ""money"", ""casino"", ""flower"", ""dice"", ""fish""]",bright,"[""casino"", ""flower"", ""dice"", ""fish""]",40,4,349,6,1.0,0.0,500
3HXCEECSQMFAQJF5O5TL9QXNZGTZYC,"[""hail"", ""money"", ""casino"", ""flower"", ""dice"", ""fish""]",luck,"[""casino"", ""dice""]",67,2,350,6,1.0,0.0,501
3HXCEECSQMFAQJF5O5TL9QXNZGTZYC,"[""hail"", ""money"", ""casino"", ""flower"", ""dice"", ""fish""]",chance,"[""casino"", ""dice""]",67,2,351,6,1.0,0.0,502
3HXCEECSQMFAQJF5O5TL9QXNZGTZYC,"[""hail"", ""money"", ""casino"", ""flower"", ""dice"", ""fish""]",tax,"[""money"", ""casino"", ""dice""]",50,3,352,6,1.0,0.0,503
39KV3A5D18TUANXQ649D0KGN82L7SF,"[""ship"", ""boat"", ""hillbilly"", ""group"", ""cut"", ""lane""]",boat,"[""ship"", ""boat""]",0,2,354,6,0.83,0.24,504
39KV3A5D18TUANXQ649D0KGN82L7SF,"[""ship"", ""boat"", ""hillbilly"", ""group"", ""cut"", ""lane""]",crowd,"[""boat"", ""group""]",0,2,356,6,1.0,0.0,505
3E24UO25QZCW8VRSGDNCA16QG2XO6Z,"[""eucalyptus"", ""game"", ""poker"", ""puzzle"", ""deck""]",addiction,"[""game"", ""poker""]",0,2,360,5,1.0,0.0,506
3E24UO25QZCW8VRSGDNCA16QG2XO6Z,"[""eucalyptus"", ""game"", ""poker"", ""puzzle"", ""deck""]",hobby,"[""game"", ""poker"", ""puzzle""]",50,3,361,5,1.0,0.0,507
3E24UO25QZCW8VRSGDNCA16QG2XO6Z,"[""eucalyptus"", ""game"", ""poker"", ""puzzle"", ""deck""]",castle,"[""poker"", ""deck""]",67,2,364,5,1.0,0.0,508
3XJOUITW8UD5V5FKR3N9AGT4FBQQTK,"[""drug"", ""turtle"", ""scream"", ""baby"", ""corpse""]",scary,"[""scream"", ""corpse""]",0,2,366,5,1.0,0.0,509
3XJOUITW8UD5V5FKR3N9AGT4FBQQTK,"[""drug"", ""turtle"", ""scream"", ""baby"", ""corpse""]",scream,"[""scream"", ""corpse""]",0,2,369,5,1.0,0.0,510
3XJOUITW8UD5V5FKR3N9AGT4FBQQTK,"[""drug"", ""turtle"", ""scream"", ""baby"", ""corpse""]",energized,"[""drug"", ""baby""]",67,2,371,5,1.0,0.0,511
3GS542CVJV9XI4N895UPL5X1P8159N,"[""dawn"", ""hot"", ""corn"", ""food"", ""cable""]",picnic,"[""corn"", ""food""]",0,2,372,5,0.87,0.19,512
3GS542CVJV9XI4N895UPL5X1P8159N,"[""dawn"", ""hot"", ""corn"", ""food"", ""cable""]",wholesome,"[""corn"", ""food""]",67,2,376,5,1.0,0.0,513
3GS542CVJV9XI4N895UPL5X1P8159N,"[""dawn"", ""hot"", ""corn"", ""food"", ""cable""]",red,"[""hot"", ""food""]",100,2,377,5,1.0,0.0,514
3R6RZGK0XFYTHZAVN84IOKKRB5NVY8,"[""computer"", ""cheese"", ""pirate"", ""darts"", ""cat""]",mouse,"[""computer"", ""cat""]",0,2,378,5,1.0,0.0,515
3R6RZGK0XFYTHZAVN84IOKKRB5NVY8,"[""computer"", ""cheese"", ""pirate"", ""darts"", ""cat""]",boots,"[""pirate"", ""cat""]",0,2,381,5,1.0,0.0,516
3Z3R5YC0P3984GPBDNCFYHPQ89HTFT,"[""freezing"", ""ice"", ""monk"", ""haircut"", ""stick""]",cool,"[""freezing"", ""ice""]",0,2,386,5,1.0,0.0,517
3Z3R5YC0P3984GPBDNCFYHPQ89HTFT,"[""freezing"", ""ice"", ""monk"", ""haircut"", ""stick""]",shaolin,"[""monk"", ""stick""]",67,2,389,5,1.0,0.0,518
39O6Z4JLX2J4HUKLICIG56DI9ZTVX2,"[""music"", ""sty"", ""brass"", ""band"", ""seatbelt"", ""instrument""]",pop,"[""music"", ""band""]",67,2,392,6,1.0,0.0,519
39O6Z4JLX2J4HUKLICIG56DI9ZTVX2,"[""music"", ""sty"", ""brass"", ""band"", ""seatbelt"", ""instrument""]",pipe,"[""brass"", ""instrument""]",0,2,393,6,1.0,0.0,520
39O6Z4JLX2J4HUKLICIG56DI9ZTVX2,"[""music"", ""sty"", ""brass"", ""band"", ""seatbelt"", ""instrument""]",recital,"[""music"", ""seatbelt"", ""instrument""]",50,3,394,6,1.0,0.0,521
31ODACBENU14G52523IJ0BXIDSCQSV,"[""trousers"", ""vanilla"", ""month"", ""snow"", ""mineral"", ""fruit""]",seasons,"[""month"", ""snow""]",0,2,398,6,1.0,0.0,522
31ODACBENU14G52523IJ0BXIDSCQSV,"[""trousers"", ""vanilla"", ""month"", ""snow"", ""mineral"", ""fruit""]",plant,"[""vanilla"", ""snow"", ""fruit""]",50,3,399,6,0.83,0.24,523
31ODACBENU14G52523IJ0BXIDSCQSV,"[""trousers"", ""vanilla"", ""month"", ""snow"", ""mineral"", ""fruit""]",grow,"[""vanilla"", ""fruit""]",0,2,400,6,1.0,0.0,524
3XU9MCX6VOYBN707L3SDEJUJBKG2R6,"[""dancer"", ""map"", ""bomb"", ""explosion"", ""board""]",Hiroshima,"[""map"", ""bomb"", ""explosion""]",50,3,403,5,1.0,0.0,525
3XU9MCX6VOYBN707L3SDEJUJBKG2R6,"[""dancer"", ""map"", ""bomb"", ""explosion"", ""board""]",flat,"[""map"", ""board""]",67,2,405,5,1.0,0.0,526
